,price,bed,bath,acre_lot,zip_code,house_size,major_city,county,radius_in_miles,zipcode,population_estimate_2019,population_change_2019,population_births_2019,population_deaths_2019,population_net_international_migration_2019,population_net_domestic_migration_2019,population_net_migration_2019,unemployment_civilian_labor_force_2020,unemployment_employed_2020,unemployment_unemployed_2020,unemployment_unemployment_rate_2020,unemployment_median_household_income_2019,education_percent_of_adults_with_less_than_a_high_school_diploma_2015-19,education_percent_of_adults_with_a_high_school_diploma_only_2015-19,education_percent_of_adults_completing_some_college_or_associate's_degree_2015-19,education_percent_of_adults_with_a_bachelor's_degree_or_higher_2015-19,population_by_age_total_Under_5_2019,population_by_age_total_5_13_2019,population_by_age_total_14_17_2019,population_by_age_total_18_24_2019,population_by_age_total_16_over_2019,population_by_age_total_18_over_2019,population_by_age_total_15_44_2019,population_by_age_total_25_44_2019,population_by_age_total_45_64_2019,population_by_age_total_65_over_2019,county_name,crime_rate_per_100000,CPOPARST,AG_ARRST,AG_OFF,COVIND,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,lot_flag
1379,389000,6.0,3.0,0.86,12513.0,3280.0,Claverack,Columbia County,2.0,12513.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1452,250000,3.0,2.0,6.0,12502.0,2085.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1364,74000,3.0,2.0,2.91,12502.0,2085.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1340,320000,3.0,2.0,20.12,12502.0,2085.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1105,350000,3.0,2.0,65.0,12523.0,2085.0,Elizaville,Columbia County,5.0,12523.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1098,700000,3.0,2.0,114.2,12523.0,2085.0,Elizaville,Columbia County,5.0,12523.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1090,395000,3.0,2.0,4.95,12502.0,2085.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1637,325000,3.0,2.0,2.6,12502.0,2166.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1623,1990000,4.0,4.0,92.0,12502.0,4213.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1611,495000,2.0,1.0,110.0,12523.0,1177.0,Elizaville,Columbia County,5.0,12523.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1605,549000,3.0,2.0,116.0,12513.0,2085.0,Claverack,Columbia County,2.0,12513.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1678,134950,3.0,2.0,0.48,12513.0,2668.0,Claverack,Columbia County,2.0,12513.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1676,895000,3.0,3.0,5.0,12521.0,2517.0,Craryville,Columbia County,6.0,12521.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1647,775000,4.0,3.0,3.36,12523.0,2553.0,Elizaville,Columbia County,5.0,12523.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1588,575000,4.0,4.0,4.27,12523.0,3400.0,Elizaville,Columbia County,5.0,12523.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1524,215000,3.0,2.0,24.45,12502.0,2085.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1518,1300000,3.0,2.0,94.8,12503.0,2085.0,Ancramdale,Columbia County,5.0,12503.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1529,570000,3.0,2.0,18.89,12502.0,1965.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1570,149500,2.0,1.0,0.28,12523.0,888.0,Elizaville,Columbia County,5.0,12523.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1563,1825000,4.0,3.0,131.3,12502.0,3202.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1562,595000,3.0,2.0,87.0,12502.0,2085.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1560,275000,3.0,2.0,33.13,12502.0,2085.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1556,275000,3.0,2.0,33.13,12502.0,2085.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1555,125000,3.0,2.0,1.5,12502.0,2085.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1530,495000,2.0,2.0,125.0,12523.0,1177.0,Elizaville,Columbia County,5.0,12523.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1849,338000,3.0,2.0,3.44,12523.0,1562.0,Elizaville,Columbia County,5.0,12523.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1908,329000,3.0,2.0,0.52,12513.0,1926.0,Claverack,Columbia County,2.0,12513.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1903,1500000,4.0,3.0,73.0,12502.0,3422.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1884,1085000,3.0,4.0,11.71,12521.0,3200.0,Craryville,Columbia County,6.0,12521.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1825,549000,3.0,3.0,3.0,12502.0,2288.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1742,849000,4.0,2.0,84.95,12521.0,1594.0,Craryville,Columbia County,6.0,12521.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1732,129900,3.0,2.0,2.3,12523.0,2085.0,Elizaville,Columbia County,5.0,12523.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
1719,2150000,3.0,3.0,108.49,12523.0,3788.0,Elizaville,Columbia County,5.0,12523.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1714,687000,3.0,3.0,2.2,12502.0,3023.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1711,350000,2.0,1.0,7.04,12502.0,720.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
1812,1500000,3.0,1.0,174.0,12502.0,1200.0,Ancram,Columbia County,6.0,12502.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
549,265000,4.0,2.0,0.69,12516.0,1800.0,Copake,Columbia County,5.0,12516.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
556,245000,4.0,2.0,1.0,12184.0,1596.0,Valatie,Columbia County,7.0,12184.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
193,849000,3.0,2.0,160.0,12529.0,2085.0,Hillsdale,Columbia County,8.0,12529.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
565,435000,3.0,2.0,12.0,12184.0,2085.0,Valatie,Columbia County,7.0,12184.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
566,399000,3.0,1.0,47.73,12029.0,2085.0,Canaan,Columbia County,6.0,12029.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
189,45000,3.0,2.0,1.95,12029.0,2085.0,Canaan,Columbia County,6.0,12029.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
571,2550000,5.0,4.0,56.1,12075.0,4960.0,Ghent,Columbia County,7.0,12075.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
572,497500,3.0,1.0,17.32,12521.0,1400.0,Craryville,Columbia County,6.0,12521.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
573,220000,3.0,2.0,1.94,12125.0,2824.0,New Lebanon,Columbia County,4.0,12125.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
576,60000,3.0,2.0,5.0,12017.0,2085.0,Austerlitz,Columbia County,6.0,12017.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
582,2400000,4.0,4.0,100.94,12125.0,3648.0,New Lebanon,Columbia County,4.0,12125.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
583,195000,3.0,2.0,42.38,12029.0,2085.0,Canaan,Columbia County,6.0,12029.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
585,325000,4.0,2.0,0.44,12075.0,2240.0,Ghent,Columbia County,7.0,12075.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
586,325000,4.0,2.0,0.44,12037.0,2240.0,Chatham,Columbia County,6.0,12037.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
587,995000,3.0,3.0,0.09,12521.0,1320.0,Craryville,Columbia County,6.0,12521.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
545,259000,3.0,4.0,4.04,12125.0,2574.0,New Lebanon,Columbia County,4.0,12125.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
224,895000,3.0,2.0,43.46,12516.0,2085.0,Copake,Columbia County,5.0,12516.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
220,250000,3.0,2.0,9.4,12516.0,2085.0,Copake,Columbia County,5.0,12516.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
508,395000,3.0,2.0,5.0,12136.0,2042.0,Old Chatham,Columbia County,5.0,12136.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,False
217,115000,3.0,2.0,8.4,12037.0,2085.0,Chatham,Columbia County,6.0,12037.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Columbia County,168.6936684,62888.0,15.0,7.0,100.0,0.0,15.0,18.0,72.0,262.0,1039.0,12.0,13.0,62243.0,True
