,price,bed,bath,acre_lot,zip_code,house_size,major_city,county,radius_in_miles,zipcode,population_estimate_2019,population_change_2019,population_births_2019,population_deaths_2019,population_net_international_migration_2019,population_net_domestic_migration_2019,population_net_migration_2019,unemployment_civilian_labor_force_2020,unemployment_employed_2020,unemployment_unemployed_2020,unemployment_unemployment_rate_2020,unemployment_median_household_income_2019,education_percent_of_adults_with_less_than_a_high_school_diploma_2015-19,education_percent_of_adults_with_a_high_school_diploma_only_2015-19,education_percent_of_adults_completing_some_college_or_associate's_degree_2015-19,education_percent_of_adults_with_a_bachelor's_degree_or_higher_2015-19,population_by_age_total_Under_5_2019,population_by_age_total_5_13_2019,population_by_age_total_14_17_2019,population_by_age_total_18_24_2019,population_by_age_total_16_over_2019,population_by_age_total_18_over_2019,population_by_age_total_15_44_2019,population_by_age_total_25_44_2019,population_by_age_total_45_64_2019,population_by_age_total_65_over_2019,county_name,crime_rate_per_100000,CPOPARST,AG_ARRST,AG_OFF,COVIND,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,lot_flag
258,25000,3.0,2.0,0.22,12090.0,2085.0,Hoosick Falls,Rensselaer County,6.0,12090.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
256,25000,3.0,2.0,0.22,12090.0,2085.0,Hoosick Falls,Rensselaer County,6.0,12090.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
252,49000,3.0,2.0,5.83,12168.0,2085.0,Stephentown,Rensselaer County,6.0,12168.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
50,49000,3.0,2.0,2.4,12123.0,2085.0,Nassau,Rensselaer County,6.0,12123.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
248,29999,3.0,2.0,3.63,12168.0,2085.0,Stephentown,Rensselaer County,6.0,12168.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
209,89900,3.0,2.0,16.0,12094.0,2085.0,Johnsonville,Rensselaer County,9.0,12094.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
205,49900,2.0,1.0,0.13,12123.0,1200.0,Nassau,Rensselaer County,6.0,12123.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
202,95000,3.0,2.0,68.0,12022.0,2085.0,Berlin,Rensselaer County,5.0,12022.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
1951,700000,3.0,2.0,29.16,12169.0,2085.0,Stephentown,Rensselaer County,3.0,12169.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
1955,53000,3.0,2.0,5.42,12062.0,2085.0,East Nassau,Rensselaer County,6.0,12062.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
1958,129000,3.0,2.0,24.62,12018.0,2085.0,Averill Park,Rensselaer County,8.0,12018.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
1935,44999,3.0,2.0,3.02,12168.0,2085.0,Stephentown,Rensselaer County,6.0,12168.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
218,406000,3.0,2.0,127.0,12123.0,2085.0,Nassau,Rensselaer County,6.0,12123.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
64,92500,3.0,2.0,1.0,12028.0,1056.0,Buskirk,Rensselaer County,7.0,12028.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
214,75000,3.0,2.0,4.23,12168.0,2085.0,Stephentown,Rensselaer County,6.0,12168.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
1932,39000,3.0,2.0,2.32,12168.0,2085.0,Stephentown,Rensselaer County,6.0,12168.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
223,151999,3.0,2.0,13.19,12168.0,2085.0,Stephentown,Rensselaer County,6.0,12168.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
384,189900,4.0,1.0,4.79,12061.0,1607.0,East Greenbush,Rensselaer County,5.0,12061.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
746,288000,3.0,3.0,0.25,12018.0,1716.0,Averill Park,Rensselaer County,8.0,12018.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
1212,1300000,5.0,4.0,37.0,12062.0,4000.0,East Nassau,Rensselaer County,6.0,12062.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
735,436900,4.0,3.0,1.78,12196.0,1950.0,West Sand Lake,Rensselaer County,3.0,12196.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
486,274900,3.0,2.0,68.39,12090.0,2085.0,Hoosick Falls,Rensselaer County,6.0,12090.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
605,700000,4.0,2.0,99.0,12123.0,2368.0,Nassau,Rensselaer County,6.0,12123.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
729,349900,3.0,2.0,1.2,12196.0,1104.0,West Sand Lake,Rensselaer County,3.0,12196.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
616,149900,3.0,1.0,0.36,12123.0,1218.0,Nassau,Rensselaer County,6.0,12123.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
727,230000,2.0,1.0,0.46,12196.0,1040.0,West Sand Lake,Rensselaer County,3.0,12196.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
726,179900,2.0,1.0,0.18,12196.0,1000.0,West Sand Lake,Rensselaer County,3.0,12196.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
725,125000,4.0,2.0,0.33,12018.0,1448.0,Averill Park,Rensselaer County,8.0,12018.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
482,55000,3.0,2.0,1.03,12140.0,2085.0,Poestenkill,Rensselaer County,3.0,12140.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
513,229500,2.0,2.0,2.3,12123.0,980.0,Nassau,Rensselaer County,6.0,12123.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
608,155000,3.0,2.0,2.0,12052.0,2085.0,Cropseyville,Rensselaer County,5.0,12052.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
768,219900,2.0,1.0,1.01,12168.0,960.0,Stephentown,Rensselaer County,6.0,12168.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
492,118500,3.0,2.0,19.56,12018.0,2085.0,Averill Park,Rensselaer County,8.0,12018.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
592,179000,2.0,2.0,0.17,12052.0,1469.0,Cropseyville,Rensselaer County,5.0,12052.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
765,375000,7.0,3.0,4.95,12123.0,3885.0,Nassau,Rensselaer County,6.0,12123.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
763,199000,4.0,1.0,0.61,12090.0,1695.0,Hoosick Falls,Rensselaer County,6.0,12090.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
434,205000,3.0,2.0,0.36,12018.0,1592.0,Averill Park,Rensselaer County,8.0,12018.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
761,149900,3.0,2.0,2.63,12094.0,1334.0,Johnsonville,Rensselaer County,9.0,12094.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
760,249900,3.0,2.0,4.81,12022.0,1478.0,Berlin,Rensselaer County,5.0,12022.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
598,449900,3.0,2.0,8.96,12140.0,2777.0,Poestenkill,Rensselaer County,3.0,12140.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
600,450000,4.0,3.0,6.1,12168.0,2350.0,Stephentown,Rensselaer County,6.0,12168.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
1013,194900,4.0,3.0,1.29,12123.0,2274.0,Nassau,Rensselaer County,6.0,12123.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
625,329900,3.0,2.0,100.75,12018.0,2085.0,Averill Park,Rensselaer County,8.0,12018.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
666,349900,3.0,2.0,0.61,12018.0,1680.0,Averill Park,Rensselaer County,8.0,12018.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
664,75000,3.0,2.0,12.39,12018.0,2085.0,Averill Park,Rensselaer County,8.0,12018.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,True
663,100000,3.0,2.0,3.49,12018.0,1518.0,Averill Park,Rensselaer County,8.0,12018.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
660,675000,4.0,1.0,209.0,12062.0,1928.0,East Nassau,Rensselaer County,6.0,12062.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
654,279900,3.0,2.0,1.13,12061.0,1984.0,East Greenbush,Rensselaer County,5.0,12061.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
650,289900,4.0,3.0,0.29,12090.0,1920.0,Hoosick Falls,Rensselaer County,6.0,12090.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
648,354900,3.0,3.0,5.06,12062.0,2224.0,East Nassau,Rensselaer County,6.0,12062.0,59461.0,-324.0,489.0,676.0,43.0,-178.0,-135.0,30309.0,28431.0,1878.0,6.2,71563.0,9.7,30.0,27.7,32.7,15204.0,27656.0,12905.0,44050.0,256393.0,249741.0,130232.0,76354.0,76065.0,53272.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
636,89900,3.0,2.0,0.08,12090.0,2099.0,Hoosick Falls,Rensselaer County,6.0,12090.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
674,549900,3.0,2.0,2.02,12018.0,1787.0,Averill Park,Rensselaer County,8.0,12018.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
1178,1300000,4.0,4.0,37.0,12062.0,4000.0,East Nassau,Rensselaer County,6.0,12062.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
456,250000,2.0,2.0,65.0,12180.0,1473.0,Troy,Rensselaer County,9.0,12180.0,158714.0,-569.0,1548.0,1610.0,126.0,-632.0,-506.0,80795.0,75155.0,5640.0,7.0,70688.0,8.1,29.0,30.9,32.0,2424.0,4589.0,2261.0,6687.0,37974.0,36817.0,17809.0,9413.0,11662.0,9055.0,Rensselaer County,278.8929326,160255.0,17.0,9.0,99.9394,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,False
